# Vehicle routing code - Data File - Subsection 6.8
# Tour for warehouse 6
# MA424 Final project - 2019/20
# Author: 46286

param F := 1;
param C := 16;

set coordinates := east north;

param location : east north :=
0	0.9223350	-0.2541551
1	-0.1589441	-0.7997258
2	-0.7938834	-0.4214213
3	0.1093169	0.4140636
4	0.7492939	0.2450881
5	-0.4867387	-0.3359110
6	-0.0778938	-0.1249638
7	0.6872993	-0.6817752
8	-0.5041242	0.2238726
9	0.0658376	0.8313886
10	-0.6925968	-0.9317333
11	-0.0706034	0.6488506
12	0.9859111	-0.9129657
13	-0.0647405	0.3372171
14	-0.5935163	0.3555552
15	-0.9314796	0.8924755
16	0.0273995	0.3607595;
