# Data File - Subsection 6.4 in Technical Appendix  
# MA424 Final project - 2019/20
# Author: 46286

# Parameters
param F:= 15; # Number of potential facilities 
param C:= 60; # Number of clients

# Dimension 
param D:= 2;

param demand:=
1	19
2	15
3	15
4	24
5	9
6	13
7	21
8	15
9	21
10	15
11	4
12	16
13	20
14	22
15	7
16	22
17	5
18	18
19	11
20	11
21	24
22	12
23	6
24	9
25	5
26	2
27	3
28	4
29	8
30	16
31	17
32	8
33	22
34	6
35	12
36	21
37	6
38	6
39	10
40	12
41	2
42	25
43	23
44	8
45	17
46	22
47	2
48	12
49	5
50	22
51	18
52	25
53	7
54	22
55	21
56	17
57	3
58	5
59	11
60	2;


# Read locations
param locationF: 1 2:=
1	0.4153645	0.0789572
2	0.2125833	0.6289973
3	0.8744428	0.7974301
4	-0.3266445	0.3626242
5	-0.4985748	-0.8840124
6	-0.7881976	-0.7946942
7	-0.5398930	-0.4356267
8	-0.7498189	0.5257161
9	0.1829716	-0.2609950
10	0.3415586	-0.7679223
11	0.7493926	-0.8183194
12	-0.6024038	0.4089319
13	0.9577293	-0.5255161
14	0.2356788	-0.9043446
15	-0.7798467	0.8544976;


param locationC: 1 2:=
1	-0.37542007	-0.37470641
2	-0.31729861	-0.14757177
3	-0.40053345	-0.47737729
4	0.43902796	-0.68757183
5	0.85898441	-0.69477706
6	-0.70671574	0.26848288
7	-0.79120886	-0.85623064
8	0.05905038	0.84096032
9	0.12157762	0.14598362
10	0.77262551	0.44712926
11	0.94306528	0.31980826
12	0.40051740	0.83507710
13	-0.08188332	0.31033955
14	0.42680539	0.63101009
15	0.29031779	-0.70857182
16	0.78005722	-0.77497019
17	0.29752377	-0.47384266
18	0.90155331	-0.05482789
19	-0.45002767	-0.86730325
20	-0.05239315	0.07509447
21	0.58832616	-0.74379116
22	-0.51741822	0.61097178
23	0.14413636	0.91055676
24	-0.76456830	0.46519559
25	-0.42788357	0.63915280
26	-0.82892701	-0.58333994
27	0.01233194	0.52216145
28	0.74556567	0.94047676
29	-0.25729896	0.36497115
30	0.63642202	0.38575574
31	0.79276883	0.06203616
32	0.12340475	0.74468945
33	0.24479408	0.58893855
34	0.18751966	-0.62474378
35	-0.13612532	-0.41460803
36	0.72257532	0.39567628
37	0.10430385	0.96956727
38	-0.12929445	-0.72510152
39	-0.86185775	0.17636685
40	0.80742224	-0.38282894
41	0.29417068	0.02181800
42	-0.73244101	0.47652854
43	0.86679088	-0.30968014
44	0.32198312	-0.91533416
45	0.19165107	0.50866954
46	0.22688949	-0.87945075
47	0.74751642	0.67666492
48	-0.65754118	0.17467581
49	0.32760645	0.31459661
50	0.69046460	0.23848291
51	-0.04414201	-0.42999260
52	-0.12275298	0.95287374
53	-0.98565906	0.93879535
54	0.38159094	-0.75930221
55	0.32835426	0.84813506
56	0.27321009	-0.10847156
57	0.34632574	-0.49271464
58	0.20066101	0.49183188
59	-0.23391699	-0.50502862
60	0.76229909	-0.21443098;
